Age,Conference,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
35,West,"Apr 6, 2009",1994,6-4,Jason Kidd,PG,2008-2009,2009,14,Dallas Mavericks,210,0.5
23,East,"Mar 30, 2009",2004,6-11,Dwight Howard,C,2008-2009,2009,4,Orlando Magic,265,0.5
26,West,"Mar 30, 2009",2001,6-2,Tony Parker,G,2008-2009,2009,7,San Antonio Spurs,185,0.5
24,East,"Mar 23, 2009",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
23,West,"Mar 23, 2009",2005,6-0,Chris Paul,PG,2008-2009,2009,3,New Orleans Hornets,175,0.5
24,East,"Mar 16, 2009",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
30,West,"Mar 16, 2009",1996,6-6,Kobe Bryant,SG,2008-2009,2009,12,Los Angeles Lakers,212,0.5
27,East,"Mar 9, 2009",2003,6-4,Dwyane Wade,SG,2008-2009,2009,5,Miami Heat,220,0.5
24,West,"Mar 9, 2009",2005,6-3,Deron Williams,PG,2008-2009,2009,3,Utah Jazz,200,0.5
26,East,"Mar 2, 2009",2004,6-3,Devin Harris,G,2008-2009,2009,4,New Jersey Nets,185,0.5
28,West,"Mar 2, 2009",2003,6-9,David West,PF,2008-2009,2009,5,New Orleans Hornets,250,0.5
23,East,"Feb 23, 2009",2004,6-11,Dwight Howard,C,2008-2009,2009,4,Orlando Magic,265,0.5
28,West,"Feb 23, 2009",2001,7-0,Pau Gasol,FC,2008-2009,2009,7,Los Angeles Lakers,250,0.5
24,East,"Feb 9, 2009",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
28,West,"Feb 9, 2009",2001,7-0,Pau Gasol,FC,2008-2009,2009,7,Los Angeles Lakers,250,0.5
25,East,"Feb 2, 2009",2005,6-9,David Lee,FC,2008-2009,2009,3,New York Knicks,245,0.5
26,West,"Feb 2, 2009",2001,6-2,Tony Parker,G,2008-2009,2009,7,San Antonio Spurs,185,0.5
24,East,"Jan 26, 2009",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
21,West,"Jan 26, 2009",2005,7-0,Andrew Bynum,C,2008-2009,2009,3,Los Angeles Lakers,285,0.5
27,East,"Jan 19, 2009",2004,6-0,Jameer Nelson,G,2008-2009,2009,4,Orlando Magic,190,0.5
23,West,"Jan 19, 2009",2005,6-0,Chris Paul,PG,2008-2009,2009,3,New Orleans Hornets,175,0.5
23,East,"Jan 12, 2009",2004,6-11,Dwight Howard,C,2008-2009,2009,4,Orlando Magic,265,0.5
30,West,"Jan 12, 2009",1996,6-6,Kobe Bryant,SG,2008-2009,2009,12,Los Angeles Lakers,212,0.5
22,East,"Jan 5, 2009",2007,6-5,Rodney Stuckey,G,2008-2009,2009,1,Detroit Pistons,205,0.5
24,West,"Jan 5, 2009",2004,6-10,Al Jefferson,FC,2008-2009,2009,4,Minnesota Timberwolves,289,0.5
24,East,"Dec 29, 2008",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
30,West,"Dec 29, 2008",1996,6-6,Kobe Bryant,SG,2008-2009,2009,12,Los Angeles Lakers,212,0.5
27,East,"Dec 22, 2008",2004,6-0,Jameer Nelson,G,2008-2009,2009,4,Orlando Magic,190,0.5
23,West,"Dec 22, 2008",2005,6-0,Chris Paul,PG,2008-2009,2009,3,New Orleans Hornets,175,0.5
29,East,"Dec 15, 2008",1998,6-9,Al Harrington,F,2008-2009,2009,10,New York Knicks,245,0.5
32,West,"Dec 15, 2008",1997,6-11,Tim Duncan,FC,2008-2009,2009,11,San Antonio Spurs,250,0.5
27,East,"Dec 8, 2008",2003,6-4,Dwyane Wade,SG,2008-2009,2009,5,Miami Heat,220,0.5
30,West,"Dec 8, 2008",1998,7-0,Dirk Nowitzki,PF,2008-2009,2009,10,Dallas Mavericks,245,0.5
26,East,"Dec 1, 2008",2004,6-3,Devin Harris,G,2008-2009,2009,4,New Jersey Nets,185,0.5
24,West,"Dec 1, 2008",2006,6-6,Brandon Roy,G,2008-2009,2009,2,Portland Trail Blazers,211,0.5
27,East,"Nov 24, 2008",2003,6-4,Dwyane Wade,SG,2008-2009,2009,5,Miami Heat,220,0.5
30,West,"Nov 24, 2008",1998,7-0,Dirk Nowitzki,PF,2008-2009,2009,10,Dallas Mavericks,245,0.5
24,East,"Nov 17, 2008",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
32,West,"Nov 17, 2008",1997,6-3,Chauncey Billups,G,2008-2009,2009,11,Denver Nuggets,210,0.5
24,East,"Nov 10, 2008",2003,6-8,LeBron James,F,2008-2009,2009,5,Cleveland Cavaliers,250,0.5
26,West,"Nov 10, 2008",2002,6-10,Amar'e Stoudemire,FC,2008-2009,2009,6,Phoenix Suns,245,0.5
24,East,"Nov 3, 2008",2003,6-11,Chris Bosh,PF,2008-2009,2009,5,Toronto Raptors,235,0.5
23,West,"Nov 3, 2008",2005,6-0,Chris Paul,PG,2008-2009,2009,3,New Orleans Hornets,175,0.5
24,East,"Apr 12, 2010",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
31,West,"Apr 12, 2010",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
25,East,"Apr 5, 2010",2003,6-11,Chris Bosh,PF,2009-2010,2010,6,Toronto Raptors,235,0.5
21,West,"Apr 5, 2010",2007,6-9,Kevin Durant,SF,2009-2010,2010,2,Oklahoma City Thunder,240,0.5
28,East,"Mar 29, 2010",2003,6-4,Dwyane Wade,SG,2009-2010,2010,6,Miami Heat,220,0.5
32,West,"Mar 29, 2010",1999,6-6,Manu Ginobili,SG,2009-2010,2010,7,San Antonio Spurs,205,0.5
32,East,"Mar 22, 2010",1998,6-7,Paul Pierce,SF,2009-2010,2010,11,Boston Celtics,235,0.5
29,West,"Mar 22, 2010",2001,7-0,Pau Gasol,FC,2009-2010,2010,8,Los Angeles Lakers,250,0.5
25,East,"Mar 15, 2010",2005,7-0,Andrew Bogut,C,2009-2010,2010,4,Milwaukee Bucks,260,0.5
25,West,"Mar 15, 2010",2006,6-6,Brandon Roy,G,2009-2010,2010,3,Portland Trail Blazers,211,0.5
28,East,"Mar 8, 2010",2003,6-4,Dwyane Wade,SG,2009-2010,2010,6,Miami Heat,220,0.5
31,West,"Mar 8, 2010",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
25,East,"Mar 1, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
31,West,"Mar 1, 2010",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
24,East,"Feb 22, 2010",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
28,West,"Feb 22, 2010",2002,6-9,Carlos Boozer,PF,2009-2010,2010,7,Utah Jazz,266,0.5
25,East,"Feb 8, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
21,West,"Feb 8, 2010",2008,6-3,Russell Westbrook,G,2009-2010,2010,1,Oklahoma City Thunder,200,0.5
25,East,"Feb 1, 2010",2003,6-11,Chris Bosh,PF,2009-2010,2010,6,Toronto Raptors,235,0.5
21,West,"Feb 1, 2010",2007,6-9,Kevin Durant,SF,2009-2010,2010,2,Oklahoma City Thunder,240,0.5
25,East,"Jan 25, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
33,West,"Jan 25, 2010",1997,6-3,Chauncey Billups,G,2009-2010,2010,12,Denver Nuggets,210,0.5
31,East,"Jan 19, 2010",1997,6-8,Stephen Jackson,GF,2009-2010,2010,12,Charlotte Bobcats,220,0.5
25,West,"Jan 19, 2010",2003,6-8,Carmelo Anthony,F,2009-2010,2010,6,Denver Nuggets,240,0.5
25,East,"Jan 11, 2010",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
27,East,"Jan 11, 2010",2003,7-0,Chris Kaman,C,2009-2010,2010,6,Los Angeles Clippers,265,0.5
21,East,"Jan 4, 2010",2008,6-3,Derrick Rose,PG,2009-2010,2010,1,Chicago Bulls,190,0.5
21,West,"Jan 4, 2010",2007,6-9,Kevin Durant,SF,2009-2010,2010,2,Oklahoma City Thunder,240,0.5
25,East,"Dec 28, 2009",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
31,West,"Dec 28, 2009",1996,6-6,Kobe Bryant,SG,2009-2010,2010,13,Los Angeles Lakers,212,0.5
24,East,"Dec 21, 2009",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
31,West,"Dec 21, 2009",1996,6-6,Kobe Bryant,SG,2009-2010,2010,13,Los Angeles Lakers,212,0.5
23,East,"Dec 14, 2009",2007,6-5,Rodney Stuckey,G,2009-2010,2010,2,Detroit Pistons,205,0.5
25,West,"Dec 14, 2009",2005,6-3,Deron Williams,PG,2009-2010,2010,4,Utah Jazz,200,0.5
33,East,"Dec 7, 2009",1995,6-11,Kevin Garnett,PF,2009-2010,2010,14,Boston Celtics,240,0.5
28,West,"Dec 7, 2009",2002,6-9,Carlos Boozer,PF,2009-2010,2010,7,Utah Jazz,266,0.5
27,East,"Nov 30, 2009",2001,6-7,Gerald Wallace,F,2009-2010,2010,8,Charlotte Bobcats,220,0.5
33,West,"Nov 30, 2009",1997,6-11,Tim Duncan,FC,2009-2010,2010,12,San Antonio Spurs,250,0.5
25,East,"Nov 23, 2009",2003,6-8,LeBron James,F,2009-2010,2010,6,Cleveland Cavaliers,250,0.5
31,West,"Nov 23, 2009",1996,6-6,Kobe Bryant,SG,2009-2010,2010,13,Los Angeles Lakers,212,0.5
20,East,"Nov 16, 2009",2009,6-1,Brandon Jennings,G,2009-2010,2010,0,Milwaukee Bucks,170,0.5
31,West,"Nov 16, 2009",1998,7-0,Dirk Nowitzki,PF,2009-2010,2010,11,Dallas Mavericks,245,0.5
28,East,"Nov 9, 2009",2001,6-7,Joe Johnson,SG,2009-2010,2010,8,Atlanta Hawks,240,0.5
27,West,"Nov 9, 2009",2003,7-0,Chris Kaman,C,2009-2010,2010,6,Los Angeles Clippers,265,0.5
24,East,"Nov 2, 2009",2004,6-11,Dwight Howard,C,2009-2010,2010,5,Orlando Magic,265,0.5
25,West,"Nov 2, 2009",2003,6-8,Carmelo Anthony,F,2009-2010,2010,6,Denver Nuggets,240,0.5
26,East,"Apr 11, 2011",2003,6-8,Carmelo Anthony,F,2010-2011,2011,7,New York Knicks,240,0.5
22,West,"Apr 11, 2011",2007,6-9,Kevin Durant,SF,2010-2011,2011,3,Oklahoma City Thunder,240,0.5
26,East,"Apr 4, 2011",2003,6-8,Carmelo Anthony,F,2010-2011,2011,7,New York Knicks,240,0.5
29,West,"Apr 4, 2011",2001,6-9,Zach Randolph,PF,2010-2011,2011,9,Memphis Grizzlies,260,0.5
25,East,"Mar 28, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
32,West,"Mar 28, 2011",1996,6-6,Kobe Bryant,SG,2010-2011,2011,14,Los Angeles Lakers,212,0.5
26,East,"Mar 21, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
24,West,"Mar 21, 2011",2006,6-1,Kyle Lowry,PG,2010-2011,2011,4,Houston Rockets,196,0.5
29,East,"Mar 14, 2011",2003,6-4,Dwyane Wade,SG,2010-2011,2011,7,Miami Heat,220,0.5
28,West,"Mar 14, 2011",2001,6-2,Tony Parker,G,2010-2011,2011,9,San Antonio Spurs,185,0.5
33,East,"Mar 7, 2011",1998,6-7,Paul Pierce,SF,2010-2011,2011,12,Boston Celtics,235,0.5
22,West,"Mar 7, 2011",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
25,East,"Feb 28, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
28,West,"Feb 28, 2011",2004,6-7,Kevin Martin,SG,2010-2011,2011,6,Houston Rockets,199,0.5
25,East,"Feb 14, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
25,West,"Feb 14, 2011",2006,6-11,LaMarcus Aldridge,FC,2010-2011,2011,4,Portland Trail Blazers,260,0.5
26,East,"Feb 7, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
22,West,"Feb 7, 2011",2007,6-9,Kevin Durant,SF,2010-2011,2011,3,Oklahoma City Thunder,240,0.5
26,East,"Jan 31, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
29,West,"Jan 31, 2011",2001,6-9,Zach Randolph,PF,2010-2011,2011,9,Memphis Grizzlies,260,0.5
25,East,"Jan 24, 2011",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
25,West,"Jan 24, 2011",2006,6-11,LaMarcus Aldridge,FC,2010-2011,2011,4,Portland Trail Blazers,260,0.5
22,East,"Jan 18, 2011",2008,6-3,Derrick Rose,PG,2010-2011,2011,2,Chicago Bulls,190,0.5
22,West,"Jan 18, 2011",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
26,East,"Jan 10, 2011",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
29,West,"Jan 10, 2011",2001,6-9,Zach Randolph,PF,2010-2011,2011,9,Memphis Grizzlies,260,0.5
29,East,"Jan 3, 2011",2003,6-4,Dwyane Wade,SG,2010-2011,2011,7,Miami Heat,220,0.5
34,West,"Jan 3, 2011",1997,6-3,Chauncey Billups,G,2010-2011,2011,13,Denver Nuggets,210,0.5
26,East,"Dec 27, 2010",2003,6-8,LeBron James,F,2010-2011,2011,7,Miami Heat,250,0.5
25,West,"Dec 27, 2010",2005,6-3,Monta Ellis,G,2010-2011,2011,5,Golden State Warriors,185,0.5
33,East,"Dec 20, 2010",1998,6-7,Paul Pierce,SF,2010-2011,2011,12,Boston Celtics,235,0.5
28,West,"Dec 20, 2010",2001,6-2,Tony Parker,G,2010-2011,2011,9,San Antonio Spurs,185,0.5
29,East,"Dec 13, 2010",2003,6-4,Dwyane Wade,SG,2010-2011,2011,7,Miami Heat,220,0.5
32,West,"Dec 13, 2010",1998,7-0,Dirk Nowitzki,PF,2010-2011,2011,12,Dallas Mavericks,245,0.5
28,East,"Dec 6, 2010",2002,6-10,Amar'e Stoudemire,FC,2010-2011,2011,8,New York Knicks,245,0.5
22,West,"Dec 6, 2010",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
25,East,"Nov 29, 2010",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
32,West,"Nov 29, 2010",1998,7-0,Dirk Nowitzki,PF,2010-2011,2011,12,Dallas Mavericks,245,0.5
28,East,"Nov 22, 2010",2002,6-10,Amar'e Stoudemire,FC,2010-2011,2011,8,New York Knicks,245,0.5
22,West,"Nov 22, 2010",2008,6-3,Russell Westbrook,G,2010-2011,2011,2,Oklahoma City Thunder,200,0.5
22,East,"Nov 15, 2010",2008,6-3,Derrick Rose,PG,2010-2011,2011,2,Chicago Bulls,190,0.5
26,West,"Nov 15, 2010",2005,6-3,Deron Williams,PG,2010-2011,2011,5,Utah Jazz,200,0.5
25,East,"Nov 8, 2010",2004,6-11,Dwight Howard,C,2010-2011,2011,6,Orlando Magic,265,0.5
25,West,"Nov 8, 2010",2005,6-0,Chris Paul,PG,2010-2011,2011,5,New Orleans Hornets,175,0.5
25,East,"Nov 1, 2010",2006,6-1,Rajon Rondo,PG,2010-2011,2011,4,Boston Celtics,186,0.5
30,West,"Nov 1, 2010",2001,7-0,Pau Gasol,FC,2010-2011,2011,9,Los Angeles Lakers,250,0.5
27,East,"Apr 23, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
27,West,"Apr 23, 2012",2004,6-10,Al Jefferson,FC,2011-2012,2012,7,Utah Jazz,289,0.5
35,East,"Apr 16, 2012",1995,6-11,Kevin Garnett,PF,2011-2012,2012,16,Boston Celtics,240,0.5
24,West,"Apr 16, 2012",2005,7-0,Andrew Bynum,C,2011-2012,2012,6,Los Angeles Lakers,285,0.5
27,East,"Apr 9, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
25,West,"Apr 9, 2012",2008,6-3,Goran Dragic,G,2011-2012,2012,3,Houston Rockets,190,0.5
34,East,"Apr 2, 2012",1998,6-7,Paul Pierce,SF,2011-2012,2012,13,Boston Celtics,235,0.5
26,West,"Apr 2, 2012",2005,6-0,Chris Paul,PG,2011-2012,2012,6,Los Angeles Clippers,175,0.5
30,East,"Mar 26, 2012",2001,6-7,Joe Johnson,SG,2011-2012,2012,10,Atlanta Hawks,240,0.5
23,West,"Mar 26, 2012",2007,6-9,Kevin Durant,SF,2011-2012,2012,4,Oklahoma City Thunder,240,0.5
30,East,"Mar 19, 2012",2002,6-10,Drew Gooden,FC,2011-2012,2012,9,Milwaukee Bucks,250,0.5
24,West,"Mar 19, 2012",2005,7-0,Andrew Bynum,C,2011-2012,2012,6,Los Angeles Lakers,285,0.5
24,East,"Mar 12, 2012",2005,6-10,Ersan Ilyasova,F,2011-2012,2012,4,Milwaukee Bucks,235,0.5
26,West,"Mar 12, 2012",2005,6-3,Monta Ellis,G,2011-2012,2012,6,Golden State Warriors,185,0.5
23,East,"Mar 5, 2012",2008,6-3,Derrick Rose,PG,2011-2012,2012,3,Chicago Bulls,190,0.5
24,West,"Mar 5, 2012",2009,5-11,Ty Lawson,PG,2011-2012,2012,2,Denver Nuggets,195,0.5
27,East,"Feb 20, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
23,West,"Feb 20, 2012",2007,6-9,Kevin Durant,SF,2011-2012,2012,4,Oklahoma City Thunder,240,0.5
23,East,"Feb 13, 2012",2010,6-3,Jeremy Lin,G,2011-2012,2012,1,New York Knicks,200,0.5
23,West,"Feb 13, 2012",2008,6-3,Russell Westbrook,G,2011-2012,2012,3,Oklahoma City Thunder,200,0.5
34,East,"Feb 6, 2012",1998,6-7,Paul Pierce,SF,2011-2012,2012,13,Boston Celtics,235,0.5
29,West,"Feb 6, 2012",2001,6-2,Tony Parker,G,2011-2012,2012,10,San Antonio Spurs,185,0.5
27,East,"Jan 30, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
23,West,"Jan 30, 2012",2008,6-3,Russell Westbrook,G,2011-2012,2012,3,Oklahoma City Thunder,200,0.5
26,East,"Jan 23, 2012",2004,6-11,Dwight Howard,C,2011-2012,2012,7,Orlando Magic,265,0.5
27,West,"Jan 23, 2012",2007,7-1,Marc Gasol,C,2011-2012,2012,3,Memphis Grizzlies,255,0.5
23,East,"Jan 16, 2012",2008,6-3,Derrick Rose,PG,2011-2012,2012,3,Chicago Bulls,190,0.5
33,West,"Jan 16, 2012",1996,6-6,Kobe Bryant,SG,2011-2012,2012,15,Los Angeles Lakers,212,0.5
27,East,"Jan 9, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
33,West,"Jan 9, 2012",1996,6-6,Kobe Bryant,SG,2011-2012,2012,15,Los Angeles Lakers,212,0.5
27,East,"Jan 3, 2012",2003,6-8,LeBron James,F,2011-2012,2012,8,Miami Heat,250,0.5
23,West,"Jan 3, 2012",2007,6-9,Kevin Durant,SF,2011-2012,2012,4,Oklahoma City Thunder,240,0.5
28,East,"Apr 15, 2013",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
34,West,"Apr 15, 2013",1996,6-6,Kobe Bryant,SG,2012-2013,2013,16,Los Angeles Lakers,212,0.5
28,East,"Apr 8, 2013",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
27,West,"Apr 8, 2013",2008,6-11,Nikola Pekovic,PF,2012-2013,2013,2,Minnesota Timberwolves,307,0.5
27,East,"Apr 1, 2013",2004,6-6,J.R. Smith,SG,2012-2013,2013,8,New York Knicks,225,0.5
28,West,"Apr 1, 2013",2004,6-10,Al Jefferson,FC,2012-2013,2013,8,Utah Jazz,289,0.5
28,East,"Mar 25, 2013",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
23,West,"Mar 25, 2013",2009,6-5,James Harden,SG,2012-2013,2013,3,Houston Rockets,220,0.5
22,East,"Mar 18, 2013",2010,6-4,John Wall,PG,2012-2013,2013,2,Washington Wizards,210,0.5
27,West,"Mar 18, 2013",2006,6-11,LaMarcus Aldridge,FC,2012-2013,2013,6,Portland Trail Blazers,260,0.5
31,East,"Mar 11, 2013",2003,6-4,Dwyane Wade,SG,2012-2013,2013,9,Miami Heat,220,0.5
34,West,"Mar 11, 2013",1996,6-6,Kobe Bryant,SG,2012-2013,2013,16,Los Angeles Lakers,212,0.5
27,East,"Mar 4, 2013",2005,6-3,Monta Ellis,G,2012-2013,2013,7,Milwaukee Bucks,185,0.5
25,West,"Mar 4, 2013",2009,5-11,Ty Lawson,PG,2012-2013,2013,3,Denver Nuggets,195,0.5
28,East,"Feb 25, 2013",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
34,West,"Feb 25, 2013",1996,6-6,Kobe Bryant,SG,2012-2013,2013,16,Los Angeles Lakers,212,0.5
28,East,"Feb 11, 2013",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
24,West,"Feb 11, 2013",2008,6-3,Russell Westbrook,G,2012-2013,2013,4,Oklahoma City Thunder,200,0.5
28,East,"Feb 4, 2013",2005,5-9,Nate Robinson,G,2012-2013,2013,7,Chicago Bulls,180,0.5
29,West,"Feb 4, 2013",2005,6-9,David Lee,FC,2012-2013,2013,7,Golden State Warriors,245,0.5
20,East,"Jan 28, 2013",2011,6-3,Kyrie Irving,G,2012-2013,2013,1,Cleveland Cavaliers,193,0.5
30,West,"Jan 28, 2013",2001,6-2,Tony Parker,G,2012-2013,2013,11,San Antonio Spurs,185,0.5
31,East,"Jan 21, 2013",2002,6-9,Carlos Boozer,PF,2012-2013,2013,10,Chicago Bulls,266,0.5
24,West,"Jan 21, 2013",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
23,East,"Jan 14, 2013",2009,6-1,Brandon Jennings,G,2012-2013,2013,3,Milwaukee Bucks,170,0.5
24,West,"Jan 14, 2013",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
28,East,"Jan 7, 2013",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
23,West,"Jan 7, 2013",2009,6-5,James Harden,SG,2012-2013,2013,3,Houston Rockets,220,0.5
27,East,"Dec 31, 2012",2005,6-3,Monta Ellis,G,2012-2013,2013,7,Milwaukee Bucks,185,0.5
26,West,"Dec 31, 2012",2010,6-6,Greivis Vasquez,G,2012-2013,2013,2,New Orleans Hornets,217,0.5
28,East,"Dec 24, 2012",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
27,West,"Dec 24, 2012",2005,6-0,Chris Paul,PG,2012-2013,2013,7,Los Angeles Clippers,175,0.5
22,East,"Dec 17, 2012",2010,6-9,Paul George,GF,2012-2013,2013,2,Indiana Pacers,220,0.5
29,West,"Dec 17, 2012",2005,6-9,David Lee,FC,2012-2013,2013,7,Golden State Warriors,245,0.5
27,East,"Dec 10, 2012",2004,6-9,Josh Smith,PF,2012-2013,2013,8,Atlanta Hawks,225,0.5
23,West,"Dec 10, 2012",2009,6-10,Blake Griffin,PF,2012-2013,2013,3,Los Angeles Clippers,251,0.5
28,East,"Dec 3, 2012",2003,6-8,Carmelo Anthony,F,2012-2013,2013,9,New York Knicks,240,0.5
24,West,"Dec 3, 2012",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
26,East,"Nov 26, 2012",2007,6-10,Al Horford,FC,2012-2013,2013,5,Atlanta Hawks,245,0.5
36,West,"Nov 26, 2012",1997,6-11,Tim Duncan,FC,2012-2013,2013,15,San Antonio Spurs,250,0.5
28,East,"Nov 19, 2012",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
24,West,"Nov 19, 2012",2007,6-9,Kevin Durant,SF,2012-2013,2013,5,Oklahoma City Thunder,240,0.5
28,East,"Nov 12, 2012",2003,6-8,LeBron James,F,2012-2013,2013,9,Miami Heat,250,0.5
23,West,"Nov 12, 2012",2011,6-8,Kenneth Faried,F,2012-2013,2013,1,Denver Nuggets,228,0.5
23,East,"Nov 5, 2012",2009,6-1,Brandon Jennings,G,2012-2013,2013,3,Milwaukee Bucks,170,0.5
23,West,"Nov 5, 2012",2009,6-5,James Harden,SG,2012-2013,2013,3,Houston Rockets,220,0.5
25,East,"Apr 14, 2014",2009,6-2,Jeff Teague,PG,2013-2014,2014,4,Atlanta Hawks,186,0.5
28,West,"Apr 14, 2014",2005,6-3,Monta Ellis,G,2013-2014,2014,8,Dallas Mavericks,185,0.5
29,East,"Apr 7, 2014",2004,6-10,Al Jefferson,FC,2013-2014,2014,9,Charlotte Bobcats,289,0.5
35,West,"Apr 7, 2014",1998,7-0,Dirk Nowitzki,PF,2013-2014,2014,15,Dallas Mavericks,245,0.5
23,East,"Mar 31, 2014",2011,7-0,Nikola Vucevic,PF,2013-2014,2014,2,Orlando Magic,260,0.5
37,West,"Mar 31, 2014",1997,6-11,Tim Duncan,FC,2013-2014,2014,16,San Antonio Spurs,250,0.5
32,East,"Mar 24, 2014",2001,6-7,Joe Johnson,SG,2013-2014,2014,12,Brooklyn Nets,240,0.5
25,West,"Mar 24, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
29,East,"Mar 17, 2014",2004,6-10,Al Jefferson,FC,2013-2014,2014,9,Charlotte Bobcats,289,0.5
24,West,"Mar 17, 2014",2009,6-10,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
29,East,"Mar 10, 2014",2003,6-8,Carmelo Anthony,F,2013-2014,2014,10,New York Knicks,240,0.5
24,West,"Mar 10, 2014",2009,6-5,James Harden,SG,2013-2014,2014,4,Houston Rockets,220,0.5
23,East,"Mar 3, 2014",2010,6-4,John Wall,PG,2013-2014,2014,3,Washington Wizards,210,0.5
24,West,"Mar 3, 2014",2009,6-5,James Harden,SG,2013-2014,2014,4,Houston Rockets,220,0.5
23,East,"Feb 24, 2014",2011,6-1,Kemba Walker,G,2013-2014,2014,2,Charlotte Bobcats,184,0.5
25,West,"Feb 24, 2014",2008,6-10,Kevin Love,FC,2013-2014,2014,5,Minnesota Timberwolves,251,0.5
21,East,"Feb 10, 2014",2012,6-9,Jared Sullinger,C,2013-2014,2014,1,Boston Celtics,260,0.5
25,West,"Feb 10, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
27,East,"Feb 3, 2014",2006,6-1,Kyle Lowry,PG,2013-2014,2014,7,Toronto Raptors,196,0.5
27,West,"Feb 3, 2014",2008,6-3,Goran Dragic,G,2013-2014,2014,5,Phoenix Suns,190,0.5
29,East,"Jan 27, 2014",2006,6-8,Paul Millsap,FC,2013-2014,2014,7,Atlanta Hawks,246,0.5
25,West,"Jan 27, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
